"id","description","category","humidity_percents","energy_kcal","energy_kj","protein_g","lipid_g","cholesterol_mg","carbohydrate_g","fiber_g","ashes_g","calcium_mg","magnesium_mg","manganese_mg","phosphorus_mg","iron_mg","sodium_mg","potassium_mg","copper_mg","zinc_mg","retinol_mcg","re_mcg","rae_mcg","thiamine_mg","riboflavin_mg","pyridoxine_mg","niacin_mg","vitaminC_mg","saturated_g","monounsaturated_g","polyunsaturated_g","12:0_g","14:0_g","16:0_g","18:0_g","20:0_g","22:0_g","24:0_g","14:1_g","16:1_g","18:1_g","20:1_g","18:2 n-6_g","18:3 n-3_g","20:4_g","20:5_g","22:5_g","22:6_g","18:1t_g","18:2t_g","tryptophan_g","threonine_g","isoleucine_g","leucine_g","lysine_g","methionine_g","cystine_g","phenylalanine_g","tyrosine_g","valine_g","arginine_g","histidine_g","alanine_g","aspartic_g","glutamic_g","glycine_g","proline_g","serine_g"
437,"Porco, rabo, salgado, cru","Carnes e derivados",43.7896666666667,377.4152575,1579.10543738,15.58125,34.466,89.0936666666667,0,"NA",3.49933333333333,21.629,3.59533333333333,0.012,42.394,0.623333333333333,1157.66533333333,23.7606666666667,0.047,1.41066666666667,"Tr","Tr","Tr",0.203333333333333,0.056666666666667,"Tr",1.43333333333333,"",11.6,16.7,4.3,"",0.37,7.37,3.58,0.07,"","","",0.78,15.49,0.3,3.85,0.16,0.07,"","","",0.07,"","","","","","","","","","","","","","","","","","",""
438,"Presunto, com capa de gordura","Carnes e derivados",73.9463333333333,127.849212665637,534.921105793027,14.3708333333333,6.77133333333333,39.5123333333333,1.3975,"NA",3.514,12.4823333333333,17.0416666666667,0.035333333333333,273.871666666667,0.679,1020.77166666667,294.58,0.035,1.32466666666667,"Tr","","",0.623333333333333,0.033333333333333,"Tr",3.78,"",1.94666666666667,2.58333333333333,0.996666666666667,"",0.06,1.22333333333333,0.63,0.01,"","","",0.13,2.38666666666667,0.053333333333333,0.866666666666667,0.036666666666667,0.043333333333333,"","","",0.01,"",0.110828530658455,0.730056912643782,0.710086339326148,1.16998011344081,1.34772840503578,0.471091559867766,0.228804692532379,0.671520716873471,0.577465429988226,0.737841360610452,1.22172020084232,0.91158534847387,0.904065816275699,1.40758917964858,2.39419663594783,0.813709161081423,0.70394233131057,0.681393923784077
439,"Presunto, sem capa de gordura","Carnes e derivados",77.181,93.7432807208697,392.221886536119,14.2916666666667,2.70666666666667,35.7733333333333,2.14566666666667,"NA",3.675,23.2743333333333,17.5133333333333,0.041333333333333,244.062333333333,0.827666666666667,1039.185,307.301666666667,0.042666666666667,1.459,"Tr","","",0.503333333333333,0.03,"Tr",4.00333333333333,"",0.856666666666667,1.13,0.46,"",0.026666666666667,0.546666666666667,0.27,"","","","",0.066666666666667,1.04333333333333,0.016666666666667,0.383333333333333,0.013333333333333,0.04,"","","","","",0.150416187845304,0.708017465809256,0.685655163707997,1.15026035594602,1.2775905715062,0.47722028235667,0.21713232485735,0.63312206887963,0.549372879947468,0.724679748437641,1.20098874241464,0.893268098677655,0.883994399284485,1.36684322751562,2.35825619126438,0.728423178154152,0.647229170365003,0.679115329453853
440,"Quibe, assado","Carnes e derivados",69.018,136.228876141588,569.981617776404,14.59375,2.67633333333333,33.732,12.86125,1.89666666666667,0.850666666666667,15.618,36.08,0.764666666666667,174.37,2.15266666666667,39.893,287.778,0.510666666666667,4.11633333333333,"Tr","","",0.043333333333333,0.04,"Tr",1.80666666666667,"Tr",1.232,0.947,0.274,"",0.076666666666667,0.680666666666667,0.433333333333333,"","","","",0.063333333333333,0.873666666666667,"",0.250666666666667,0.023333333333333,"","","Tr","",0.060666666666667,"","","","","","","","","","","","","","","","","","",""
441,"Quibe, cru","Carnes e derivados",74.509,109.490669294755,458.108960329254,12.3541666666667,1.66766666666667,26.9343333333333,10.7741666666667,1.64666666666667,0.695,12.088,25.6943333333333,0.39,125.79,1.654,38.766,241.739666666667,0.132,2.75333333333333,"Tr","","",0.086666666666667,0.03,"Tr",1.20333333333333,"Tr",0.65,0.696666666666667,0.28,"",0.03,0.35,0.24,"","","","",0.056666666666667,0.633333333333333,0.006666666666667,0.21,0.03,0.02,0.01,0.01,"",0.033333333333333,"",0.017,0.351526,0.3956665,0.784193,0.931889,0.2349774,0.04195855,0.4638195,0.453509,0.47736,0.853145,0.4987715,0.6483885,0.9982315,2.1646525,0.514505,0.474844,0.4465305
442,"Quibe, frito","Carnes e derivados",53.9636666666667,253.83130886964,1062.03019631057,14.8895833333333,15.799,37.7716666666667,12.3374166666667,"",3.01033333333333,21.7256666666667,38.7726666666667,0.72,165.834,1.95266666666667,835.825,322.467333333333,0.158,2.782,"Tr","","",0.123333333333333,0.103333333333333,"Tr",1.50333333333333,"Tr",4.57733333333333,5.025,4.99866666666667,"",0.161333333333333,2.50233333333333,1.67666666666667,0.040333333333333,0.045333333333333,0.030333333333333,0.025333333333333,0.166333333333333,4.74766666666667,0.045333333333333,4.54566666666667,0.407666666666667,0.030333333333333,"","","",0.181333333333333,0.075333333333333,"","","","","","","","","","","","","","","","","",""
443,"Salame","Carnes e derivados",34.7033333333333,397.842506534934,1664.57304734216,25.8104166666667,30.6413333333333,85.0873333333333,2.90625000000001,"NA",5.93866666666667,87.0183333333333,29.915,0.028666666666667,354.268,1.253,1574.169,547.999,0.047,3.1545,"Tr","","",0.883333333333333,0.233333333333333,"Tr",12.4866666666667,"",9.57333333333333,12.0766666666667,4.66666666666667,"",0.336666666666667,5.78,3.09333333333333,0.053333333333333,"","","",0.546666666666667,11.2066666666667,0.226666666666667,4.22666666666667,0.19,0.03,"","","",0.103333333333333,"",0.283065283602029,1.21963912892854,1.21159772552305,2.0173148118377,0.072567884333394,0.790622373516892,0.348852372769677,1.08322434109229,0.967228410922923,1.29910711552396,1.96073591794222,1.30018455846391,1.61227510370437,2.33820885427045,4.24262866927814,1.55448737138846,1.38348929308939,1.15005208246536
444,"Toucinho, cru","Carnes e derivados",27.6066666666667,592.531175,2479.1504362,11.4791666666667,60.2566666666667,73.0836666666667,0,"NA",0.303333333333333,2.386,3.568,"Tr",35.3586666666667,0.439333333333333,49.5866666666667,57.57,0.112333333333333,0.210666666666667,"Tr","Tr","Tr","Tr","Tr","Tr",5.1,"",17.7,20.1,10.1,0.06,0.75,11.42,5.21,0.09,"","","",0.98,18.82,0.28,9.32,0.68,0.15,"","","",0.21,"","","","","","","","","","","","","","","","","","",""
445,"Toucinho, frito","Carnes e derivados",6.32533333333333,696.564006666667,2914.42380389333,27.2833333333333,64.3086666666667,89.4636666666667,0,"NA",0.733333333333333,9.44333333333333,9.46033333333333,0.012,94.715,0.865,124.850333333333,170.859,0.098,0.842666666666667,"Tr","Tr","Tr","Tr","Tr","Tr",5.03333333333333,"",20,26.2,14.6,"",0.64,12.89,6.17,0.12,0.07,"","",1.02,24.55,0.45,12.93,0.86,"","",0.06,"",0.33,0.25,"","","","","","","","","","","","","","","","","",""
446,"Bebida láctea, pêssego","Leite e derivados",87.6933333333333,55.1648333333333,230.809662666667,2.13333333333333,1.90666666666667,5.36975,7.57000000000001,0.293333333333333,0.696666666666667,88.6326666666667,8.59333333333333,"Tr",63.1046666666667,"Tr",46.263,62.2636666666667,0.019666666666667,0.243666666666667,"Tr","","",0.026666666666667,0.136666666666667,"Tr",0.33,2.05333333333333,1.1,0.6,"Tr",0.05,0.19,0.54,0.25,"Tr","Tr","",0.01,0.02,0.53,0.01,0.03,0.02,"Tr","","","",0.06,"Tr","","","","","","","","","","","","","","","","","",""
447,"Creme de Leite","Leite e derivados",70.8926666666667,221.483541275133,926.687136695157,1.50780669371287,22.4793333333333,66.4756666666667,4.50952663962046,"NA",0.610666666666667,82.7336666666667,7.54066666666667,0.006,118.457333333333,0.301,51.724,118.650333333333,0.019,0.292333333333333,127.666666666667,"","","Tr",0.1,"Tr",0,"Tr",11.82,5.1,0.45,0.49,1.91,5.58,2.38333333333333,0.04,"","",0.183333333333333,0.363333333333333,4.50333333333333,"",0.326666666666667,0.07,"","","","",0.63,"","","","","","","","","","","","","","","","","","",""
448,"Iogurte, natural","Leite e derivados",90.04,51.4895333333333,215.432207466666,4.06333333333333,3.04,13.7775,1.91666666666666,"NA",0.94,143.103333333333,11.2533333333333,"Tr",119.035333333333,"Tr",51.6163333333333,71.2786666666667,0.018333333333333,0.443,22.5,"","",0.036666666666667,0.223333333333333,"Tr","Tr",0.926666666666667,1.8,0.9,0.1,0.07,0.3,0.91,0.4,0.01,"Tr","Tr",0.02,0.04,0.83,0.01,0.06,0.03,"Tr","","Tr","Tr","","","","","","","","","","","","","","","","","","","",""
449,"Iogurte, natural, desnatado","Leite e derivados",89.2163333333333,41.4927112815583,173.60550400204,3.83438006877899,0.315666666666667,3.33166666666667,5.77395333333333,"NA",0.859666666666667,156.961333333333,11.9833333333333,"Tr",109.683333333333,"Tr",59.6446666666667,182.129666666667,"Tr",0.513666666666667,"*","","","Tr",0.216666666666667,"Tr","Tr",0.346666666666667,0.2,0.1,"",0.01,0.03,0.1,0.05,"","","","","",0.09,"","Tr","","","","","",0.01,"","","","","","","","","","","","","","","","","","",""
450,"Iogurte, sabor abacaxi","Leite e derivados","*","*","*","*","*",5.63,"*","*","*","*","*","*","*","*","*","*","*","*","*","","","*","*","*","*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
451,"Iogurte, sabor morango","Leite e derivados",84.6333333333333,69.5656,291.0624704,2.71,2.33,7.49425,9.69333333333334,0.216666666666667,0.633333333333333,101.031666666667,8.04,"Tr",73.4813333333333,"Tr",37.663,52.3536666666667,0.017666666666667,0.304333333333333,27.0266666666667,"","",0.033333333333333,0.12,0.02,"Tr","Tr",1.4,0.7,0.1,0.07,0.26,0.7,0.29,"Tr","","",0.01,0.03,0.62,"Tr",0.05,0.02,"Tr","","Tr","Tr","","","","","","","","","","","","","","","","","","","",""
452,"Iogurte, sabor pêssego","Leite e derivados",85.0566666666667,67.8494,283.8818896,2.53,2.33666666666667,8.4,9.43333333333334,0.716666666666667,0.643333333333333,95.05,7.95666666666667,"Tr",65.5516666666667,0.053,36.9636666666667,52.0903333333333,0.018,0.300333333333333,21.2766666666667,"","",0.02,0.103333333333333,"Tr",0.380333333333333,"Tr",1.4,0.6,0.1,0.06,0.25,0.7,0.29,"Tr","Tr","",0.01,0.03,0.59,"Tr",0.04,0.02,"Tr","","","",0.06,"Tr","","","","","","","","","","","","","","","","","",""
453,"Leite, condensado","Leite e derivados",26.96,312.5726,1307.8037584,7.67,6.74,27.6356666666667,56.9966666666667,"NA",1.63333333333333,246.266666666667,21.9766666666667,"Tr",187.183333333333,0.126666666666667,93.8033333333333,328.93,0.033333333333333,0.86,52.9533333333333,"","",0.06,0.33,0.573333333333333,"Tr",2.14333333333333,4.2,1.7,0.2,0.17,0.73,2.1,0.82,0.01,"","","",0.14,1.47,0.02,0.1,0.04,"","","","",0.2,0.03,"","","","","","","","","","","","","","","","","",""
454,"Leite, de cabra","Leite e derivados",87.0706666666667,66.4157418865433,277.883464053297,3.0709067217509,3.75433333333333,13.9916666666667,5.24609333333333,"NA",0.858,112.247333333333,9.79866666666667,"Tr",113.203333333333,0.103,73.947,139.994,0.040666666666667,0.354666666666667,34.74,"","","Tr",0.144,"Tr","Tr","Tr",2.4,0.8,0.1,0.1,0.29,1,0.6,0.01,"Tr","","",0.03,0.79,"",0.11,0.01,0.01,"","","",0.1,0.02,"","","","","","","","","","","","","","","","","",""
455,"Leite, de vaca, achocolatado","Leite e derivados",80.8936666666667,82.8209962719936,346.523048402021,2.09902003765106,2.169,6.08133333333333,14.1583133333333,0.645666666666667,0.68,69.791,12.8806666666667,0.05,70.874,0.457666666666667,71.7416666666667,155.239666666667,0.044666666666667,0.311,38.9433333333333,"","",0.073666666666667,0.290333333333333,0.14,1.23,3.26166666666667,1.1,0.6,0.1,0.03,0.14,0.53,0.29,0.01,"Tr","Tr",0.01,0.03,0.56,"Tr",0.11,0.01,"Tr","","","",0.19,0.03,"","","","","","","","","","","","","","","","","",""
456,"Leite, de vaca, desnatado, pó","Leite e derivados",3.1,361.608,1512.967872,34.69,0.933333333333333,24.7853333333333,53.0433333333333,"NA",8.23333333333333,1363.17,108.706666666667,"Tr",1673.43333333333,0.926666666666667,431.673333333333,1555.66333333333,0.156666666666667,3.84333333333333,299.456666666667,"","",0.316666666666667,1.20333333333333,"Tr",0.806666666666667,"",0.6,0.2,"Tr",0.02,0.09,0.29,0.12,"Tr",0.01,"Tr",0.01,0.02,0.2,"",0.03,"Tr","Tr","","","",0.02,"Tr","","","","","","","","","","","","","","","","","",""
457,"Leite, de vaca, desnatado, UHT","Leite e derivados","*","*","*","*","*",3.75433333333333,"*","NA",0.826666666666667,133.806666666667,10.23,"Tr",85.37,"Tr",51.14,140.026666666667,0.02,0.38,"Tr","","",0.04,0.263333333333333,"Tr",1.49,"Tr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
458,"Leite, de vaca, integral","Leite e derivados","*","*","*","*","*",10.49,"*","NA",0.76,122.58,9.63666666666667,"Tr",81.9766666666667,"Tr",63.76,133.19,0.02,0.38,20.9033333333333,"","",0.04,0.24,"Tr",1.52,"Tr",1.4,0.7,0.1,0.06,0.25,0.71,0.29,"","","",0.01,0.03,0.65,"",0.04,0.02,"","","Tr","Tr","","","","","","","","","","","","","","","","","","","",""
459,"Leite, de vaca, integral, pó","Leite e derivados",2.7,496.6503,2077.9848552,25.42,26.9033333333333,85.2553333333333,39.18,"NA",5.79666666666667,890.273333333333,77.4266666666667,"Tr",1242.28333333333,0.523333333333333,323.203333333333,1131.66333333333,0.11,2.72666666666667,361.056666666667,"","",0.243333333333333,1.02666666666667,"Tr","Tr","*",16.3,7.1,0.5,0.58,2.62,8.11,3.48,0.05,"",0.03,0.15,0.56,6.25,0.05,0.41,0.1,"","","","",0.84,0.1,"","","","","","","","","","","","","","","","","",""
460,"Leite, fermentado","Leite e derivados",81.8793333333333,69.621474,291.296247216,1.89486,0.099,1.85166,15.6744733333333,"NA",0.452333333333333,71.528,6.23166666666667,0.018333333333333,62.8103333333333,"Tr",33.4306666666667,94.4833333333333,0.013,0.261333333333333,"Tr","","",0.075,0.106666666666667,"Tr","Tr",0.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
461,"Queijo, minas, frescal","Leite e derivados",56.1246666666667,264.273128,1105.718767552,17.41102,20.1806666666667,61.9963333333333,3.24031333333333,"NA",3.04333333333333,579.253333333333,6.88366666666667,0.015666666666667,123.309666666667,0.931,31.2263333333333,104.846666666667,"Tr",0.292333333333333,160.506666666667,"","","Tr",0.251333333333333,"Tr","Tr","Tr",11.4,5.8,0.4,0.41,1.73,5.78,2.53,0.04,0.02,0.02,0.16,0.39,5.14,0.04,0.28,0.06,0.02,"","","",0.54,0.12,"","","","","","","","","","","","","","","","","",""
462,"Queijo, minas, meia cura","Leite e derivados",47.1183333333333,320.72181773326,1341.90008539596,21.2113737138112,24.61,76.2986666666667,3.57295961952209,"NA",3.48733333333333,695.917333333333,27.0726666666667,0.022666666666667,402.532333333333,0.219,501.165666666667,119.977333333333,0.068666666666667,2.682,111.333333333333,"","",0.03,0.323333333333333,"Tr","Tr","",13.2266666666667,5.58666666666667,0.336666666666667,0.553333333333333,2.12666666666667,6.15,2.58666666666667,0.05,"","",0.23,0.456666666666667,4.82,"",0.236666666666667,0.1,"","","","",0.986666666666667,"","","","","","","","","","","","","","","","","","",""
463,"Queijo, mozarela","Leite e derivados",45.3383333333333,329.870718420887,1380.17908587299,22.6490004062653,25.183,79.579,3.04933292706807,"NA",3.78033333333333,875.039333333333,23.5736666666667,0.028333333333333,469.998333333333,0.306,581.357,61.8943333333333,0.082666666666667,3.522,109,"","","Tr",0.2,"Tr","Tr","",14.2333333333333,5.95,0.496666666666667,0.613333333333333,2.37333333333333,6.65666666666667,3.02,"","","",0.22,0.433333333333333,5.22333333333333,"",0.306666666666667,0.077,"","","","",0.856666666666667,"",0.380500034530387,1.04898993093923,1.38621029005525,2.38208085635359,2.05898435082873,0.851619226519337,0.358081354972376,1.27200151933702,1.6137517679558,1.77007569060773,1.12732283149171,0.863990953038674,0.794076809392265,1.76146462707182,5.90817248618784,0.552490537292818,2.75596767955801,1.49798317679558
464,"Queijo, parmesão","Leite e derivados",21.2466666666667,452.963755333333,1895.20035231467,35.5536133333333,33.5293333333333,105.844,1.66072,"NA",8.00966666666667,991.967666666667,33.3673333333333,0.048333333333333,744.623333333333,0.532333333333333,1844.081,96.237,0.168666666666667,4.35866666666667,66.1533333333333,"","","Tr",0.441666666666667,0.233333333333333,"Tr","Tr",19.7,8.7,0.4,0.7,3.26,10.07,4.24,0.06,0.03,0.03,0.32,0.63,7.67,0.03,0.29,0.11,0.03,"","","",1.01,0.16,"","","","","","","","","","","","","","","","","",""
465,"Queijo, pasteurizado","Leite e derivados",54.4213333333333,303.079803333333,1268.08589714667,9.35733333333333,27.4353333333333,82.1566666666667,5.67633333333333,"NA",3.10966666666667,323.299333333333,16.0016666666667,0.013,577.943333333333,0.265333333333333,780.426,193.721,0.045333333333333,1.30466666666667,57.3133333333333,"","","Tr",0.2,"Tr","Tr","Tr",15.9,7.3,0.4,0.58,2.58,8.05,3.38,0.05,"","",0.23,0.49,6.45,0.05,0.33,0.08,"","","","",0.85,0.18,"","","","","","","","","","","","","","","","","",""
466,"Queijo, petit suisse, morango","Leite e derivados",72.215,121.105954,506.707311536,5.78666,2.83833333333333,12.0693333333333,18.4620066666667,"NA",0.698,730.932666666667,26.5086666666667,0.023333333333333,448.458666666667,0.141,412.469,121.461666666667,0.014666666666667,2.66333333333333,272.656666666667,"","",0.223333333333333,0.266666666666667,0.21,2.68333333333333,"Tr",1.6,0.8,"Tr",0.05,0.23,0.81,0.4,0.01,"","",0.02,0.05,0.76,"",0.04,0.01,"","","","",0.09,"","","","","","","","","","","","","","","","","","",""
467,"Queijo, prato","Leite e derivados",42.4443333333333,359.880462405055,1505.73985470275,22.6617604064941,29.1063333333333,90.9023333333333,1.87857292683919,"NA",3.909,939.993333333333,28.2736666666667,0.032333333333333,460.838666666667,0.28,579.774,73.4716666666667,0.098666666666667,3.46166666666667,122.666666666667,"","","Tr",0.22,"Tr","Tr","",16.2866666666667,6.77666666666667,0.53,0.713333333333333,2.67333333333333,7.59333333333333,3.16333333333333,"","","",0.27,0.513333333333333,5.90666666666667,"",0.423333333333333,0.106666666666667,"","","","",0.87,"",0.480480363010597,1.00629563807626,1.20948951997102,2.18808197898741,1.93669797029255,0.817735290281677,0.360431764332941,1.13433347613441,1.43124900009057,1.47112817317272,1.13569629381397,0.83893715877185,0.810072233493343,1.66194498958428,5.32504252332216,0.555882160854995,2.75575139570691,1.54326814509555
468,"Maria mole","Leite e derivados",62.4663333333333,256.578148666667,1073.52297402133,9.62954666666667,23.441,73.669,2.43245333333333,"NA",2.03066666666667,259.466666666667,11.6283333333333,0.015333333333333,447.880333333333,0.115,557.924666666667,93.0643333333333,0.045,1.277,194.586666666667,"","","Tr",0.190666666666667,"Tr","Tr","Tr",13.7,6.4,0.3,0.52,2.26,7.16,2.72,0.04,0.04,0.02,0.24,0.5,5.54,0.04,0.24,0.07,"","","","",0.55,0.11,0,0.0329707898,0.054636710066667,0.103265660666667,0.104581383333333,0.020017022666667,0.018584052133333,0.0627933948,0.016296127133333,0.067365000533333,0.327047273333333,0.0300398584,0.410900719333333,0.227113362,0.438769635333333,0.987879593333333,0.584088020666667,0.090036812
469,"Queijo, ricota","Leite e derivados",73.5706666666667,139.73178,584.63776752,12.6005,8.10866666666667,48.7033333333333,3.78616666666667,"NA",1.934,253.236,11.8086666666667,"Tr",161.518666666667,0.136666666666667,282.579,112.378333333333,"Tr",0.460333333333333,52.8466666666667,"","","Tr",0.146666666666667,"Tr","Tr","Tr",4.5,2.4,0.2,0.15,0.66,2.28,1.06,0.02,0.02,0.02,0.06,0.15,2.16,0.02,0.14,0.02,0.01,"","","",0.21,0.04,"","","","","","","","","","","","","","","","","",""
470,"Bebida isotônica, sabores variados","Bebidas (alcoólicas e não alcoólicas)",93.5066666666667,25.6133333333333,107.166186666667,0,0,"NA",6.40333333333334,"NA",0.09,1.23333333333333,"Tr","Tr",8.97333333333333,0.67,44.0833333333333,13.0266666666667,"Tr","Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
471,"Café, infusão 10%","Bebidas (alcoólicas e não alcoólicas)",97.372,9.07086859961352,37.952514220783,0.7125,0.069333333333333,"NA",1.47866666666667,"NA",0.3675,3.15933333333333,9.66166666666667,0.037666666666667,9.49533333333333,"Tr",1.02733333333333,155.704,0.006,"Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
472,"Cana, aguardente 1","Bebidas (alcoólicas e não alcoólicas)","",215.6616,902.3281344,"","","NA","","NA","","Tr","Tr","Tr","Tr","Tr",3.14566666666667,"Tr",0.063,"Tr","NA","","","Tr","Tr","Tr","Tr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
473,"Cana, caldo de","Bebidas (alcoólicas e não alcoólicas)",81.7276666666667,65.3435982689857,273.397615157436,"Tr","Tr","NA",18.151,0.136333333333333,0.121333333333333,9.083,11.974,0.206,4.77866666666667,0.752666666666667,"Tr",17.973,0.007,0.050666666666667,"NA","","","Tr","Tr",0.03,"Tr",2.779666,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
474,"Cerveja, pilsen 2","Bebidas (alcoólicas e não alcoólicas)",92.38,40.7201885506287,170.37326889583,0.5625,"Tr","NA",3.3175,"NA",0.12,4.985,6.74366666666667,0.005333333333333,19.0026666666667,"Tr",4.23033333333333,29.4666666666667,"Tr","Tr","NA","","","Tr","Tr",0.143333333333333,2.91666666666667,"Tr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
475,"Chá, erva-doce, infusão 5%","Bebidas (alcoólicas e não alcoólicas)",99.6086666666667,1.39705997387564,5.84529893069567,0,0,"NA",0.391333333333321,"NA",0,1.931,0.881,0.006333333333333,0.651,"Tr",0.625333333333333,9.929,0.006,"Tr","NA","","",1.23333333333333,0.226666666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
476,"Chá, mate, infusão 5%","Bebidas (alcoólicas e não alcoólicas)",99.305,2.73074995112414,11.4254577955034,0,0.052,"NA",0.642999999999993,"NA",0,0.644666666666667,2.037,0.274,"Tr","Tr","Tr",5.33633333333333,"Tr","Tr","NA","","",0.893333333333333,"Tr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
477,"Chá, preto, infusão 5%","Bebidas (alcoólicas e não alcoólicas)",99.3703333333333,2.24790995796521,9.40525526412644,0,0,"NA",0.629666666666665,"NA",0,0.252333333333333,0.956,0.088666666666667,1.51133333333333,"Tr","Tr",13.4376666666667,"Tr","Tr","NA","","",3.11333333333333,0.483333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
478,"Coco, água de","Bebidas (alcoólicas e não alcoólicas)",94.252,21.5085942405065,89.9919583022792,0,0,"NA",5.28466666666667,0.130333333333333,0.463333333333333,18.8373333333333,5.15833333333333,0.253,3.75533333333333,"Tr",1.78233333333333,161.651,"Tr","Tr","NA","","",0.005,"Tr","Tr","Tr",2.40866666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
479,"Refrigerante, tipo água tônica","Bebidas (alcoólicas e não alcoólicas)",92.0066666666667,30.7794,128.7810096,0,0,"NA",7.95333333333334,"NA",0.04,1.07533333333333,"Tr","Tr",0.151666666666667,"Tr",8.29033333333333,1.50566666666667,"Tr","Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
480,"Refrigerante, tipo cola","Bebidas (alcoólicas e não alcoólicas)",91.2766666666667,33.5142,140.2234128,0,0,"NA",8.66000000000001,"NA",0.063333333333333,1.37233333333333,"Tr","Tr",16.6773333333333,"Tr",7.11933333333333,0.905,"Tr","Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
481,"Refrigerante, tipo guaraná","Bebidas (alcoólicas e não alcoólicas)",89.9566666666667,38.7,161.9208,0,0,"NA",10,"NA",0.043333333333333,1.40766666666667,"Tr","Tr","Tr","Tr",9.00966666666667,1.38133333333333,"Tr","Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
482,"Refrigerante, tipo laranja","Bebidas (alcoólicas e não alcoólicas)",88.1733333333333,45.6273,190.9046232,0,0,"NA",11.79,"NA",0.036666666666667,2.34433333333333,1.20766666666667,"Tr",1.467,"Tr",9.27166666666667,15.5043333333333,"Tr","Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
483,"Refrigerante, tipo limão","Bebidas (alcoólicas e não alcoólicas)",89.69,39.7191,166.1847144,0,0,"NA",10.2633333333333,"NA",0.046666666666667,1.75066666666667,0.531,"Tr","Tr","Tr",8.80333333333334,4.269,"Tr","Tr","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
484,"Omelete, de queijo","Ovos e derivados",60.4916666666667,268.006772182425,1121.34033481127,15.5708333333333,22.0076666666667,383.825333333333,0.437166666666668,"NA",1.49266666666667,165.727333333333,14.2676666666667,0.025666666666667,313.611333333333,1.36966666666667,216.051,126.931,0.031666666666667,1.36066666666667,58.7533333333333,"","",0.03,0.243333333333333,"Tr","Tr","Tr",6.398,6.98766666666667,6.198,0.083333333333333,0.423,4.201,1.55966666666667,0.041333333333333,0.048333333333333,0.021,0.041333333333333,0.256666666666667,6.60666666666667,0.048333333333333,5.525,0.444,0.145666666666667,"","",0.041333333333333,0.145666666666667,"","","","","","","","","","","","","","","","","","",""
485,"Ovo, de codorna, inteiro, cru","Ovos e derivados",71.67,176.8939,740.1240776,13.6875,12.68,568,0.772499999999999,"NA",1.19,78.7293333333333,11.063,"Tr",279.443666666667,3.34866666666667,128.987,78.7293333333333,0.035333333333333,2.05433333333333,305.173333333333,"","",0.11,0.123333333333333,"Tr",0.966666666666667,"",8.9,12.1,2.7,"Tr",0.13,6.39,2.31,0.01,0.03,"",0.03,1.07,11.01,0.03,2.2,0.1,0.44,"","","",0.04,0.07,"","","","","","","","","","","","","","","","","",""
486,"Ovo, de galinha, clara, cozida/10minutos","Ovos e derivados",85.2276666666667,59.4356966666667,248.678954853333,13.4479166666667,0.089,"NA",0,"NA",0.668333333333333,6.232,11.007,"Tr",15.4276666666667,0.078666666666667,180.537666666667,145.870333333333,0.028666666666667,"Tr","NA","","","Tr",0.08,"Tr","Tr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
487,"Ovo, de galinha, gema, cozida/10minutos","Ovos e derivados",50.0226666666667,352.67334,1475.58525456,15.9,30.777,1272.372,1.56000000000001,"NA",1.74033333333333,114.431,9.36733333333333,0.059333333333333,385.747,2.92333333333333,44.9086666666667,87.3773333333333,"Tr",2.87366666666667,148.48,"","",0.18,0.216666666666667,"Tr","Tr","",9.2,12.1,4,"",0.08,6.56,2.43,"",0.03,"","",0.67,11.29,0.07,3.25,0.05,0.44,"","",0.1,0.05,0.03,"","","","","","","","","","","","","","","","","",""
